profile_1,profile_2,profile_3,profile_4,profile_5,profile_6,profile_7,profile_8,profile_9
,control,control,control,control,treatment,treatment,treatment,treatment
MAT2A,8.74871,8.68318,8.67041,8.79517,8.44184,8.0354,7.76693,8.22751
LAMC1,8.33803,8.38292,8.21641,8.28775,8.43659,8.31782,7.98614,8.35283
LAMC1,8.33201,8.34029,8.41879,8.3442,8.69266,8.09231,8.21543,8.35359
LOC100506248,12.897,12.823,12.8089,12.7283,12.863,12.7608,12.4752,12.6621
PTMA,12.9515,13.0393,12.9196,13.0344,13.0487,12.9682,12.926,12.9719
FAM120A,11.7108,11.7824,11.8195,11.9021,11.778,11.6428,11.7956,11.754
HNRNPK,12.6163,12.6967,12.5946,12.6578,12.6158,12.5499,12.6446,12.5916
BZW1,11.5074,11.4508,11.1742,11.4786,11.7014,11.4342,11.62,11.4076
BZW1,11.9664,12.0765,11.7928,12.0253,12.1725,11.9268,12.1263,11.9235
SEPT2,10.8795,11.0314,10.936,11.04,11.1196,11.235,11.3362,11.1373
ATF4,11.158,11.3004,11.2583,11.2258,11.6978,12.1469,12.2104,11.8468
GNAS,13.9888,13.9078,14.0119,13.9109,13.9848,14.0277,13.9807,13.9391
RPS15A,14.1951,14.1494,14.1855,14.1388,14.1708,14.1604,14.186,14.1234
ANXA5,10.8362,10.8979,10.768,10.8895,10.9086,11.0436,11.1765,10.9544
STMN1,8.50664,8.8861,8.448,8.52942,8.3186,8.32489,8.42051,8.47133
LRP1,6.67963,6.46091,6.81965,6.52706,6.58684,6.88767,6.3517,6.58684
LRP1,6.40337,6.31469,6.3156,6.19528,6.21725,6.32822,6.30419,6.35703
PSMB7,12.1634,12.1591,12.2417,12.1534,12.0105,11.9211,12.1133,12.1067
PEA15,7.00392,7.15328,7.24082,7.11397,7.08241,7.04578,7.16026,7.00605
PEA15,7.80662,7.80638,7.70179,7.77243,7.66704,7.71584,7.74689,7.88224
ECH1,10.9754,10.9084,10.8903,10.8767,11.0648,10.9758,10.9417,10.9464
ODC1,11.0695,11.1741,11.0882,11.0862,10.8959,10.974,10.8068,10.8963
IQGAP1,10.071,10.2079,10.186,10.1314,10.3145,10.2813,10.4016,10.3012
XRCC6,11.5724,11.6631,11.643,11.676,11.3272,11.2432,11.4107,11.5091
ACO2,9.20927,9.26916,9.25693,9.17894,9.17767,9.59534,9.48752,9.26275
DAZAP2,12.4335,12.5294,12.3703,12.4377,12.5075,12.1998,12.1657,12.2507
SPARCL1,3.60413,3.75181,3.89194,3.76189,3.90111,3.94277,3.98504,4.03194
MCL1,7.26644,7.51447,7.22967,7.51727,7.32748,7.38215,7.73515,7.26271
MCL1,11.2964,11.3572,11.4046,11.3931,11.3763,11.5594,11.518,11.3901
MCL1,10.3905,10.591,10.3425,10.6584,10.5719,10.2264,10.8864,10.5069
HSPA1B,12.0783,12.3049,12.232,12.3577,12.0082,12.0067,12.0505,12.0999
HSPA1L,10.8004,11.0479,10.9455,11.051,10.5714,10.4646,10.5104,10.605
ACTB,13.675,13.8227,13.78,13.8325,13.6894,13.8025,13.7184,13.7401
SARS,11.064,11.2063,11.1588,11.1331,11.3234,11.7299,11.839,11.5298
TMBIM6,12.3189,12.2835,12.319,12.205,12.4575,12.43,12.3932,12.3058
TMBIM6,11.1375,11.1682,10.9158,11.0194,11.2269,10.9488,11.0738,10.9072
LMAN2,9.86802,9.92159,9.82546,9.88818,9.93503,9.96362,9.97003,9.89236
HSPD1,12.4342,12.5995,12.5881,12.6599,12.5564,12.6419,12.6049,12.5253
HSPD1,13.2753,13.4044,13.3419,13.3727,13.2469,13.2881,13.4585,13.33
ZYX,6.46275,6.48264,6.07422,6.44542,6.7382,6.7426,7.14298,6.56628
RPL12,14.1167,14.1204,14.1647,14.1003,14.1517,14.184,14.1352,14.1601
CIRBP,10.7082,10.8672,10.601,10.6382,10.829,10.8351,10.7705,10.6857
CIRBP,9.64302,9.62528,9.52024,9.47162,9.62633,9.73675,9.74409,9.56972
CCT7,11.5301,11.6639,11.6057,11.6923,11.3687,11.3694,11.3962,11.4884
PAFAH1B1,8.07296,8.2481,8.00113,8.25222,8.14762,7.81801,7.77575,7.87346
PSME1,11.7186,11.6375,11.6518,11.4658,11.7538,11.6402,11.5187,11.5622
PAFAH1B1,9.61544,9.94084,9.69628,9.65402,9.59055,9.74523,9.79638,9.6257
PAFAH1B1,8.69752,8.74124,8.34501,8.77067,8.6161,8.01692,8.27624,8.3519
RPS10,13.9938,13.9712,14.0299,13.9151,13.9445,13.977,13.9273,14.006
ATP5O,11.8585,11.833,11.8039,11.7425,11.6386,11.5622,11.4926,11.6179
RPS15,13.9281,14.0102,13.9676,13.9777,13.9622,13.9438,13.9647,13.9481
PSMD8,11.393,11.4104,11.4407,11.321,11.2894,11.3771,11.3906,11.4498
LAMP2,9.10381,9.37857,8.94214,9.50545,9.18921,8.58193,9.03671,9.10007
TPI1,12.3139,12.1771,12.3412,12.1856,12.2848,12.0919,11.9388,12.1044
RPL29,13.2536,13.2163,13.2873,13.1525,13.238,13.193,13.2215,13.2955
GSTP1,5.98516,5.90759,5.86776,5.65764,5.81002,6.17904,5.90979,5.83716
HYOU1,10.3078,10.4958,10.4544,10.4661,10.9811,11.7267,11.7432,11.2123
SNRPD2,12.8106,12.8268,12.8155,12.7112,12.7621,12.6751,12.6917,12.7899
PLOD1,7.47899,7.51496,7.58591,7.65842,7.74783,7.70901,7.85075,7.97902
ZNF207,10.8702,10.988,10.9717,10.9899,10.9169,10.9511,11.022,10.8899
ZNF207,10.4129,10.4157,10.3782,10.4943,10.3598,10.2925,10.4352,10.3692
PSMD2,11.5199,11.5877,11.6778,11.5707,11.2591,11.2768,11.3792,11.524
SCD,12.1693,12.1202,11.9537,11.8656,11.1943,11.1465,10.9188,11.0311
SCD,12.6445,12.4996,12.3497,12.385,11.9731,11.6415,11.4971,11.7087
RAP1B,11.4088,11.5164,11.4357,11.5601,11.4613,11.4806,11.5766,11.4988
RPS21,13.9507,13.9406,13.9435,13.9209,13.9272,13.9055,13.959,13.9456
MAP4,5.90794,5.66742,5.88711,5.7109,5.66143,6.11624,5.81377,5.68742
MAP4,8.06905,8.08789,7.98078,8.03939,7.97764,8.40613,8.12915,8.06088
BCAP31,11.8344,11.866,11.9161,11.8267,11.8762,11.5493,11.8294,11.7691
CTSB,9.14372,8.92741,8.97023,9.0086,9.23666,8.76975,9.0333,9.11002
CTSB,10.1981,10.1537,10.2528,10.1829,10.4139,10.1758,10.2187,10.2656
KARS,12.7261,12.7593,12.7175,12.8994,12.7658,12.6306,12.8582,12.7865
EPRS,8.93235,8.76923,8.8017,8.80629,9.18333,9.32018,9.36957,8.95913
EPRS,10.5018,10.4814,10.3006,10.6365,10.8102,10.8657,11.0815,10.7441
EPRS,10.3055,10.3113,10.2132,10.2546,10.5092,10.7273,10.8539,10.5994
PRDX6,12.4297,12.48,12.4949,12.4806,12.3939,12.5537,12.6231,12.5834
PRDX6,11.2723,11.3704,11.2152,11.3607,11.2507,11.3021,11.4331,11.3638
PPP1CA,11.3135,11.4112,11.3023,11.2998,11.1092,11.0461,11.0794,11.1779
SARAF,11.3365,11.4891,11.1482,11.5274,11.4372,11.2436,11.5005,11.3482
AHCYL1,10.1243,10.2696,9.9693,10.1358,10.1771,10.1419,9.99823,10.1086
AHCYL1,9.19309,9.17277,9.09505,9.33715,9.1484,9.05499,9.15902,9.28353
AHCYL1,11.1877,11.288,10.9673,11.1323,11.1609,11.071,11.0916,11.147
IST1,10.6536,10.7222,10.6337,10.7262,10.8077,10.7199,10.809,10.6755
GNB2,10.1844,10.1906,10.2326,10.0828,9.93764,9.99956,9.98316,10.067
H2AFZ,12.2617,12.3908,12.1044,12.2517,11.9931,12.0118,11.9944,12.045
NCOR1,8.73044,8.68947,8.54592,8.68261,8.72397,8.60114,8.71654,8.7491
NCOR1,7.03581,7.125,7.14257,7.1113,7.15075,6.80366,7.12976,6.94367
NCOR1,6.70935,6.59698,6.42075,6.82147,6.82036,6.27507,6.66254,6.62356
NCOR1,8.03847,8.01935,8.0266,7.92064,8.03663,8.19269,8.07529,7.82578
SNORD38B,13.0046,13.0717,12.962,13.0215,13.0292,12.9809,13.049,13.0314
FLNA,9.46977,9.76365,9.828,9.77598,9.58173,9.80864,9.7613,9.86066
CNOT1,9.75803,9.80555,9.92377,9.76047,9.81577,9.90728,9.85015,9.82953
CNOT1,7.81659,7.72675,7.79875,7.61322,7.61074,7.69043,7.76949,7.55256
DHCR24,10.6694,10.8048,10.6473,10.7082,10.4153,10.3893,10.3994,10.6049
RAB11A,11.9246,11.8401,11.9116,11.8461,12.0277,11.9677,11.8754,11.9236
RAB11A,9.25405,9.21684,8.62377,9.2267,9.10814,8.78834,9.04437,8.79695
EIF3F,3.18652,3.34761,3.10394,3.16649,3.23062,3.10188,3.06392,3.0584
PSAP,10.7655,10.6421,10.5641,10.6506,10.8727,10.7349,10.7436,10.597
RNF114,10.1789,10.3386,10.0977,10.1933,10.2094,10.1994,10.22,10.1595
RNF114,10.799,10.9691,10.8968,10.7725,10.9143,11.2228,11.3391,11.0584
SNORA68,13.8459,13.8793,13.8331,13.8124,13.8364,13.7676,13.8281,13.8132
STRAP,11.5321,11.6365,11.6082,11.7024,11.5446,11.459,11.8228,11.6698
PSAP,11.4678,11.273,11.3967,11.3026,11.5639,11.3847,11.4327,11.3957
S100A10,12.561,12.6176,12.6752,12.7468,12.6301,12.6661,12.6098,12.9023
CCT8,11.1724,11.3753,11.2359,11.3926,11.1772,11.2412,11.3105,11.2466
MIR1292,7.15356,7.37108,7.35493,7.19898,7.03763,7.24216,7.15117,7.1053
MIR1292,9.30856,9.54906,9.39673,9.48242,8.91268,8.95721,8.93069,9.13545
PSMB1,12.1813,12.2677,12.1755,12.2387,12.1558,12.1282,12.1664,12.0984
CCT4,12.5862,12.7508,12.6785,12.7115,12.5586,12.5707,12.6635,12.5543
EPAS1,7.35098,7.34044,7.19397,7.60523,8.10311,7.66692,8.28308,8.13718
EPAS1,4.46969,4.28445,4.21713,4.09603,4.46837,4.3169,4.47669,4.19731
DNAJA1,9.81747,9.98333,10.0622,10.2027,9.44146,9.04328,9.30439,9.63663
DNAJA1,11.7782,11.939,11.8923,12.0203,11.4514,11.3464,11.3643,11.6441
PSMD4,12.1623,12.1983,12.0894,12.0938,12.0896,12.0388,12.0743,12.1114
UQCRC2,10.1301,10.1817,10.0621,10.2196,10.1894,10.058,10.2286,10.1449
CKB,7.7469,7.52133,7.56526,7.43603,7.8853,7.20161,7.37015,7.43832
RHOC,10.6409,10.6983,10.7472,10.662,10.5216,10.5052,10.5671,10.6804
PGAM1,12.3759,12.339,12.3661,12.3218,12.2995,12.0216,12.0199,12.2084
STAT1,10.7526,10.8542,10.6224,10.728,10.9589,10.8624,11.0814,10.9444
SNORA21,12.8939,12.8919,12.8604,12.9548,12.9346,12.8214,12.8094,12.9036
SSR1,10.5843,10.6383,10.449,10.7751,10.9218,11.0052,11.3208,11.0385
SSR1,9.90901,10.098,9.95526,10.2371,10.4024,10.5927,10.8471,10.5751
SSR1,11.9003,11.9417,11.9014,12.0914,12.195,12.1649,12.5166,12.34
TRA2B,10.1564,10.3989,10.1677,10.318,10.104,10.1681,10.2564,10.0887
TRA2B,11.7557,11.8773,11.6799,11.9133,11.6275,11.5241,11.6601,11.6264
FKBP4,9.44679,9.60589,9.56635,9.64891,8.84436,8.54206,8.6365,9.07641
FKBP4,10.6701,10.7204,10.8073,10.7459,10.1239,9.9832,10.0575,10.3713
HDGF,11.4861,11.4324,11.5321,11.3268,11.5139,11.3577,11.2091,11.3595
PALLD,8.94663,9.00107,9.22456,9.48446,9.24854,9.44088,9.94035,9.64483
MGEA5,9.57012,9.67717,9.52621,9.43304,9.99175,10.0273,9.75541,9.43526
MGEA5,9.8611,9.91648,9.48591,9.80679,10.083,9.3819,9.59957,9.48355
M6PR,9.11358,9.10486,9.13829,9.17275,9.19823,9.08961,9.00551,9.0977
M6PR,9.60761,9.63259,9.61213,9.67591,9.69322,9.59647,9.67856,9.66234
SEP15,10.0212,10.0049,9.83595,10.0768,10.2878,10.1886,10.4715,10.2017
AHCY,10.3241,10.4154,10.3674,10.4746,10.1502,10.0569,10.1826,10.5185
HLA-E,7.85236,7.71184,7.52597,7.41997,7.97218,7.67147,7.57768,7.64362
HLA-E,10.2926,10.1648,10.2171,10.0164,10.2345,10.0657,9.81056,9.99004
PALLD,5.73335,5.53015,5.87179,6.15707,5.93882,6.29546,6.59952,6.27332
PALLD,7.96519,8.23226,8.29013,8.47412,8.38579,8.55363,8.97213,8.62876
RPLP2,6.71103,6.80351,6.65658,6.86791,6.82509,6.54997,7.13974,6.57609
SNORA52,12.9812,12.9369,12.9509,12.8008,12.9384,12.9343,12.9859,12.9837
LOC101927137,11.943,12.0707,11.987,12.055,11.7244,11.6623,11.8864,11.9239
TACC1,8.0243,8.00295,8.18359,8.13835,7.93048,7.4297,7.43961,7.95813
MIR1248,12.0293,12.0215,11.9756,12.0592,12.4067,12.3726,12.4045,12.0922
PPM1G,9.78578,9.86994,9.91694,9.764,9.61882,9.65749,9.61896,9.70387
KTN1,9.4576,9.40676,9.31155,9.55073,9.59711,9.23526,9.6773,9.86978
KTN1,10.9085,11.0039,11.0358,11.2303,11.1253,10.8253,11.234,11.2853
TAGLN2,10.5365,10.6966,10.7918,10.7919,10.1365,10.0888,10.2202,10.5929
SRPRA,6.73757,7.01795,7.0984,6.94275,7.18021,7.44259,7.46023,7.0581
SRPRA,10.3273,10.3088,10.4436,10.3418,10.5519,11.0038,10.9168,10.6831
PHC2,7.78567,7.73947,7.88934,7.72303,7.8269,7.82335,7.76088,7.77923
BTG1,10.2795,10.3349,10.2107,10.1628,10.716,10.5025,10.7348,10.4513
BTG1,9.79413,9.69359,9.4065,9.64988,10.1306,9.89526,10.2521,9.88126
KDELR1,9.39024,9.38929,9.35684,9.39045,9.46577,9.45437,9.55967,9.28193
LGALS3BP,8.74696,8.51659,8.35237,8.20192,8.77126,8.11067,7.81681,8.03433
SLC3A2,10.3084,10.268,10.3244,10.3802,10.6328,10.9081,11.1452,10.7558
COX6A1,13.3769,13.3232,13.3793,13.2602,13.4226,13.4418,13.4184,13.4327
RPS23,13.8753,13.961,13.9028,13.9486,13.9406,13.8368,13.9356,13.95
RAB14,9.3549,9.48935,9.31105,9.6899,9.39522,9.11634,9.28961,9.19571
RAB14,3.9814,3.9594,3.68965,4.01673,3.88333,3.76722,3.67877,3.87472
TMED10,12.2235,12.1072,12.1817,12.2476,12.35,12.3204,12.3925,12.237
VCL,3.57759,3.58891,3.57781,3.40207,3.53047,3.85864,3.56419,3.40996
VCL,8.75928,8.88291,8.70621,8.82136,8.68158,8.68759,8.72102,8.71502
DCTN2,10.2489,10.2612,10.3653,10.2967,10.1564,10.2076,10.1598,10.3591
RPS4X,13.7885,13.813,13.8488,13.8633,13.8241,13.8294,13.7704,13.8914
DEK,11.257,11.4646,11.0591,11.3504,11.1466,11.0212,11.1049,11.0408
CALR,7.93373,8.31285,8.12657,8.25942,8.04514,8.43097,8.8059,7.8504
RPL8,13.6852,13.7193,13.7112,13.741,13.6936,13.6928,13.6823,13.6786
RPL5,11.9006,11.9472,11.8261,11.9851,11.9951,11.7987,11.8848,11.9755
RERE,3.81767,3.86793,4.11946,3.76111,3.89405,4.09915,3.80736,3.82277
RERE,3.6042,3.81981,3.8567,3.74394,3.52332,3.7673,3.62234,3.8221
RERE,7.91068,7.86405,7.60364,7.72235,8.00457,7.75112,7.5515,7.80939
HSBP1,10.067,10.0159,10.0331,10.0623,9.84003,9.44714,9.62838,9.82163
HSBP1,12.1206,12.1341,12.1006,12.0598,12.0412,11.8771,11.9531,12.0619
HMGN1,12.8889,12.9383,12.6884,12.9356,12.8121,12.8066,12.897,12.7285
LOC101927733,12.9577,13.0247,12.8805,13.0161,12.9103,13.0075,13.0296,12.8917
SEC31A,10.3728,10.4385,10.302,10.4451,11.0131,11.3837,11.6136,11.1403
GLUD1,9.09401,9.22243,9.13412,9.11465,9.30001,9.3108,9.31653,9.32102
GLUD1,9.34707,9.49204,9.39872,9.53585,9.54267,9.4816,9.6255,9.56023
MLF2,8.76566,8.70558,8.64519,8.69592,8.68668,8.36345,8.53286,8.65626
SNORD54,13.3248,13.3492,13.323,13.3036,13.322,13.2942,13.3416,13.3592
ARPC1A,11.3034,11.4681,11.4601,11.4681,11.1405,11.1899,11.1254,11.1712
CCND2,3.94096,4.04368,3.86277,3.88018,3.90314,4.00476,4.11759,3.98659
CCND2,3.7728,3.73329,3.93305,3.59128,3.6008,4.0125,3.70608,3.79398
CCND2,3.44849,3.24534,3.67414,3.49049,3.40905,3.41587,3.40207,3.5006
ATP6V0C,9.75539,9.6365,9.89552,9.69152,9.53666,9.52672,9.51039,9.67546
IMMT,10.4312,10.4417,10.449,10.5019,10.3607,10.4349,10.4351,10.4311
SSRP1,8.3488,8.44251,8.42458,8.48189,8.14219,8.28024,8.19964,8.17652
SSRP1,8.93756,9.07925,8.97354,8.96622,8.88972,8.93908,8.89133,8.90021
SDCBP,10.5352,10.5395,10.4871,10.5687,10.5337,10.4421,10.6286,10.5384
FUS,9.21857,9.24695,9.27773,9.15562,9.01004,9.03897,8.72316,8.99137
CLTA,10.9752,10.9291,11.0723,10.9293,11.0406,11.1567,11.0361,11.0437
SEPHS2,11.5377,11.517,11.4305,11.5056,11.513,11.6017,11.6951,11.5394
RPL31,7.89197,7.63479,7.77839,7.77696,8.05111,7.34777,7.47181,7.72844
RPL31,14.0332,14.0642,14.0261,14.0416,14.0372,14.0174,14.0528,14.0648
UBA1,10.9478,11.1035,11.0558,10.988,10.8554,10.8279,10.8289,10.8916
ABLIM1,8.12607,8.18814,7.99562,8.10446,8.14258,8.12204,8.08754,8.14368
ALDOA,13.1372,13.0423,13.0922,13.0147,13.1973,13.0884,12.9184,12.9441
PPIB,12.6189,12.6912,12.6339,12.6978,12.8301,13.0209,13.0748,12.9049
PPIB,12.1176,12.201,12.2471,12.1527,12.3122,12.5394,12.5482,12.428
SERP1,10.5364,10.529,10.4074,10.5421,10.8813,11.1584,11.3564,11.0481
SERP1,10.1033,10.2134,9.96634,10.202,10.6159,10.8835,11.1456,10.7957
SERP1,11.9725,11.9637,11.9068,11.9977,12.3158,12.6027,12.6728,12.4351
TSPAN3,9.77915,9.79457,9.50273,9.87687,9.6741,9.25409,9.46213,9.60311
TSPAN3,8.72783,8.67307,8.42219,8.75434,8.62576,8.27359,8.25258,8.48777
ACTA2,6.50966,6.50061,6.57937,6.8391,6.42583,6.48864,6.66639,6.82601
PPT1,11.5713,11.6224,11.4938,11.7135,11.5773,11.3643,11.422,11.6132
TAX1BP1,10.2299,10.2227,9.96974,10.0665,10.5464,10.7204,10.649,10.3248
TAX1BP1,10.7413,10.7456,10.4974,10.6449,11.091,11.1846,11.2064,10.9316
MDH1,11.9074,11.9037,11.8904,11.8716,11.8414,11.9107,11.921,11.8438
PDHA1,6.52317,6.51093,6.23034,6.61447,6.39119,5.75,6.30349,6.39618
PDHA1,10.2438,10.397,10.3788,10.3682,10.2844,10.4135,10.3071,10.3256
GNAS,13.9089,13.8451,13.9047,13.8358,13.8996,13.9169,13.9113,13.8529
ANXA6,8.03242,8.32657,8.1271,8.1275,7.39973,8.04474,7.66047,7.86439
CD59,10.8409,10.8308,10.9913,11.0549,10.8774,10.5746,10.5832,10.9727
CD59,10.5184,10.5211,10.5468,10.7583,10.4827,10.209,10.2938,10.5797
CD59,10.3164,10.2566,10.3263,10.4966,10.2589,9.9271,10.043,10.3544
SERPING1,3.96228,3.99986,4.22159,4.00554,3.83356,3.96101,3.91596,3.996
PSME3,9.46001,9.58221,9.72559,9.7275,9.12903,9.31563,9.34463,9.51812
PSME3,6.43218,6.54729,6.33219,6.59618,5.88641,5.70002,5.88393,6.03866
HIF1A,11.133,11.169,11.1945,11.26,11.2678,11.2497,11.5354,11.3283
TRIM28,10.682,10.8302,10.5726,10.7226,10.3102,10.1615,10.0986,10.3293
SNX17,10.07,10.0159,10.0029,10.0291,9.82084,9.74471,9.85574,9.9087
IPO7,10.7435,10.7731,10.7424,10.8462,10.8473,10.7689,10.9275,10.7965
IPO7,10.2964,10.2961,10.1177,10.4671,10.4168,10.3047,10.4688,10.2996
IPO7,9.66105,9.63972,9.3716,9.73294,9.86371,9.53568,9.86931,9.90298
IPO7,7.29208,7.30659,6.79552,7.4836,7.25624,6.8743,7.19068,7.32119
ACTR3,11.4596,11.5181,11.4609,11.5434,11.3587,11.2351,11.4562,11.3602
RBM14-RBM4,10.8331,10.9128,10.9279,10.979,10.7436,10.6362,10.7077,10.6715
CKAP4,8.29723,8.1278,8.15588,8.20589,8.59934,8.66835,8.679,8.68132
CKAP4,9.16171,9.15232,9.08713,9.21588,9.71193,9.57955,9.6243,9.59714
AARS,10.9964,11.1037,11.0554,10.934,11.2061,11.5823,11.612,11.3676
TMEM189-UBE2V1,11.6303,11.7706,11.6611,11.7188,11.5773,11.5644,11.6598,11.6246
TMEM189-UBE2V1,11.0751,11.1522,11.0896,11.1,10.9605,10.7942,10.9123,10.949
TMEM189-UBE2V1,9.39947,9.39594,9.46403,9.41487,9.3189,9.23628,9.23077,9.42133
SSR4,12.5761,12.5262,12.6031,12.4552,12.6261,12.6913,12.7895,12.6788
CD9,11.8717,11.9046,11.811,11.868,11.9518,11.6562,11.6644,11.701
PRDX2,5.15965,5.01703,4.89196,5.17892,5.09047,5.22496,4.98291,5.14923
HADHB,10.6371,10.5369,10.6463,10.5887,10.6706,10.6068,10.6142,10.5802
TXNIP,10.3651,10.3199,9.77947,9.8996,10.7027,10.5642,10.2904,9.81084
TXNIP,10.3728,10.2785,9.87788,9.96201,10.5784,10.7533,10.2188,10.006
TXNIP,10.6324,10.5852,10.3039,10.1166,10.9517,11.0366,10.7871,10.4416
RPN1,10.8276,11.0031,10.762,10.9493,10.9054,10.9066,11.0635,10.9425
ANXA1,4.11777,4.00377,4.11737,4.11401,4.50288,5.04375,5.63223,5.2301
PAICS,11.0416,11.1183,11.0786,11.0083,11.0479,10.9433,11.0162,10.9248
PAICS,10.5305,10.6429,10.3735,10.5303,10.4079,10.4927,10.4254,10.439
JUP,9.62302,9.5896,9.69825,9.70709,9.63244,9.40816,9.39291,9.76527
EIF1AX,9.24485,9.30401,8.9801,9.38931,8.99807,8.71956,9.19741,9.1767
EIF1AX,8.64691,8.81169,8.5215,8.88038,8.61699,8.37896,8.38797,8.57376
EIF1AX,8.5271,8.56551,8.23324,8.77736,8.19172,7.69693,8.00025,8.0716
EIF1AX,10.3916,10.5216,10.2871,10.5871,10.2997,10.0419,10.3314,10.2986
YWHAH,8.73852,8.82051,8.63977,8.86817,8.37774,8.32413,8.24434,8.64365
DSTN,11.7216,11.7959,11.6635,11.8424,11.7006,11.6392,11.8402,11.8292
DSTN,12.5632,12.6145,12.4779,12.6744,12.5436,12.55,12.6374,12.6115
TAF7,11.2608,11.2446,11.2114,11.3939,11.3436,11.1556,11.2314,11.2335
EIF5B,9.55019,9.44336,9.34817,9.31005,9.45184,9.37033,9.34937,9.31464
EIF5B,7.60559,7.67821,7.41784,7.80549,7.59038,7.27131,7.74546,7.58508
EIF5B,6.73689,6.48942,6.29938,6.66009,6.85644,6.5053,6.60336,6.13915
EIF5B,9.03071,9.0725,9.02133,9.20339,9.04625,9.07582,9.10184,8.96859
CD99,8.43014,8.51636,8.29025,8.22614,8.32627,8.29922,8.2877,8.23499
CD99,9.8157,9.73569,9.83134,9.55755,9.95347,9.66054,9.70545,9.61108
LDHB,4.51601,4.35735,4.70247,4.63247,4.33606,4.70453,4.84456,4.67381
HNRNPH1,9.94561,9.95188,9.69736,10.0699,9.86114,9.5873,9.98423,9.8261
BLCAP,9.05025,9.03649,9.06457,9.11424,8.99154,8.94473,9.10365,9.0518
RPLP0,14.0535,14.038,14.1353,14.0587,14.0436,14.0999,14.0666,14.0348
ADD3,5.89919,5.96696,5.43652,5.74737,5.63724,5.33641,5.33275,5.34522
HADH,8.08571,8.23271,8.25903,8.19955,7.9826,7.81349,7.72406,7.99327
HADH,8.70801,8.83251,8.6466,8.83504,8.55499,8.30666,8.36457,8.43588
PFKP,11.0616,11.0024,10.9878,10.9574,11.0077,10.6856,10.6096,10.7564
ANP32A,8.61555,8.69739,8.38431,8.83926,8.54318,7.96563,8.44187,8.49761
RAD23A,8.64738,8.6614,8.51383,8.62755,8.67136,8.51486,8.76082,8.72715
GNAI2,7.95486,7.99313,8.07599,7.92547,7.87729,8.11467,8.01535,7.93725
DUSP1,9.04045,9.0214,8.94421,9.05611,9.69677,10.2004,10.5074,9.83159
TGM2,4.44216,4.05932,4.57091,4.36568,4.21553,4.41972,4.54361,4.36332
ANP32A,8.35614,8.6182,8.35423,8.6763,8.20969,8.41796,8.44308,8.00618
DUSP1,6.63679,6.49727,6.44585,6.45198,6.72775,7.00311,7.08053,6.82497
WTH3DI,5.77938,5.95215,5.81746,5.70891,5.89803,5.95637,6.28146,5.90596
RAD23A,10.0868,10.2085,10.1547,10.0476,10.111,10.2748,10.2229,10.1899
WTH3DI,11.2998,11.2476,11.1566,11.3684,11.4418,11.6006,11.6966,11.5107
WTH3DI,6.7332,6.94368,6.62715,7.02087,7.10158,7.3773,7.41572,6.98927
RPS18,14.0466,14.0675,14.0592,14.0696,14.1168,14.0468,14.0942,14.124
PLD3,7.65972,7.69298,7.46624,7.58544,7.83971,7.7259,7.82638,7.70111
ANP32A,10.1176,10.1348,10.1899,10.2384,10.1305,9.65127,9.89136,9.89599
PSMF1,9.02021,9.12123,9.08865,9.22825,8.92329,8.83991,9.1353,9.05318
PSMF1,8.65588,8.78734,8.6116,8.83991,8.59387,8.41612,8.60847,8.66364
HNRNPA0,10.4033,10.4268,10.3359,10.6023,10.462,10.2158,10.2301,10.386
HNRNPA0,8.22687,8.33524,8.12333,8.3559,8.30557,8.25725,8.3646,8.37752
GOLGB1,6.54802,6.44539,6.57818,6.59768,6.79538,6.90895,7.03804,6.64191
GOLGB1,9.06332,9.07941,9.06671,8.93121,9.52722,9.82721,9.80315,9.26211
MYL9,3.74758,3.51178,4.05911,3.81921,3.69794,4.02208,3.68891,3.60727
CTTN,9.5208,9.44631,9.32551,9.40239,9.44367,9.26586,9.15829,9.62766
STOM,10.4982,10.6561,10.6889,10.935,10.4663,10.2855,10.5636,10.7032
STOM,10.3173,10.4311,10.4561,10.5414,9.98186,9.87799,10.0131,10.2719
STOM,3.06823,3.59576,3.28185,3.45667,3.24996,3.18991,3.34386,3.094
RCN1,6.28093,6.48068,6.2045,6.63793,6.79657,6.12993,6.93673,6.66892
LOC100996696,10.1447,10.2916,10.246,10.3837,10.1766,10.1187,10.1711,10.2762
GTF2IP4,10.642,10.6289,10.5438,10.5903,10.6833,10.2965,10.2624,10.2624
CYC1,11.3112,11.3387,11.4183,11.2717,11.051,11.0406,11.0511,11.2731
PSMC2,8.70826,8.68079,8.65301,8.5791,8.61001,8.70147,8.67116,8.49704
PSMC2,12.3363,12.4794,12.3475,12.4725,12.2092,12.3657,12.5704,12.4324
MMP2,4.74307,4.92276,5.12827,4.54937,4.75814,5.24129,4.76137,4.87895
SF3B1,9.19089,9.25674,9.27092,9.04396,9.39893,9.43892,9.33583,9.1407
SF3B1,11.5475,11.7627,11.6691,11.6757,11.757,11.9226,11.9655,11.6958
SMARCC1,6.52403,6.5434,6.43963,6.43925,6.49704,6.43075,6.37699,6.40575
SMARCC1,7.40491,7.35933,7.54476,7.35259,7.40561,7.38298,7.47754,7.33657
SMARCC1,8.81885,8.74836,8.82646,8.79349,9.12146,8.65864,8.7747,8.76122
SMARCC1,8.1434,8.23717,7.9655,8.22778,8.2067,7.93365,8.04604,7.94665
