profile_1,profile_2,profile_3,profile_4,profile_5,profile_6,profile_7
,control,control,control,treatment,treatment,treatment
Gm6119,1.17942187431208,5.11999935278456,1.34928034406744,0.899194969426511,0.700263032668046,0.542604750260758
Gm6085,4.95641913977314,4.9837643267549,5.06335193462341,5.38116221980073,5.41868920408054,5.59234640148922
Gm6123,4.81755163257543,0.063709184634554,4.87925975560548,4.8275548450011,4.99660115771134,4.91467932224531
Gm7341,0.364073705875493,0,1.2671162618804,0.826181144352611,0.475940904772272,0.397635413354737
Mrpl15,6.2748393691691,0,6.31848677284779,6.44866477637658,6.32929405391881,6.37290857966858
Gm2147,2.66007749423225,1.47383365885111,1.2502036564993,1.47959791525005,1.41362657517482,1.63919974277172
Atp6v1h,4.54434318696775,4.49494036407876,4.55421431626777,4.60566026031578,4.43962978590604,4.45348465563031
Rb1cc1,3.78255534329323,3.90203497825813,4.52300986276461,3.76907349205946,5.17352723812251,3.701881692315
4732440D04Rik,0.392174520192751,1.19257925347952,1.10334992165412,0.805458386946885,1.87669177833185,0.822243933870003
Lypla1,4.87385748231574,0,0.346456573829804,2.27658301631964,0.963168536201558,0.798553244243629
Gm37988,3.2628841172727,0,3.98068341400711,3.45045906563796,2.6653563848317,3.17432651517392
Gm6104,5.99887470996599,1.03712915707361,0.473833658851115,0.653516836429432,0,0.4476289164378
Gm9826,1.99103107623498,2.69887187776145,3.0239508014503,2.54410203443215,0.353288282091342,2.64678016439574
Rrs1,5.51464305167844,5.51145538843961,5.13191456439446,5.63735520768755,5.46615071059832,5.51721584217385
Gm15452,8.64264020689803,7.76366386468622,8.04077190886433,7.87099961229552,7.75011739547691,7.41288312000356
Gm36964,0,1.52993086196366,3.08189859757036,3.79875561391462,3.34242958511579,0.96682320492057
Mybl1,0.560736472477328,0,1.20025323159369,0.538192471356422,0.449714549661975,1.05681239932828
Vcpip1,3.02088618150821,0,3.18002848052637,2.762765510403,2.8960644888834,2.75227332277688
Snhg6,6.27859627575225,6.39215940466837,5.84227993566329,6.43870537143629,6.47131266631326,6.35468135428571
Sgk3,4.1065660810021,3.65975334234416,4.12106514820852,3.19808234530556,3.36055390753734,3.28666531865713
Gm6195,4.55903898797842,6.02667171573269,5.23874101049923,5.4147038374695,4.91622343401573,5.14113846681616
Prex2,0.351342249137534,0.300508001486614,1.10565796583464,4.88111151283414,0.161628457566979,0.447547459553624
Lactb2,2.5600032124001,4.17032569441556,3.77526129234775,4.30705687405792,3.40025236793058,3.49582305545168
Gm38319,0,0.731291005128714,0.743190933852019,0.765022074221299,0.796351885239025,0.845429029926262
Eya1,3.07980816727473,2.54892237354985,3.35842861532432,2.13820830483174,2.07821016921035,2.10886898975549
Terf1,4.31424697274473,3.98858471703806,0,3.96889253858886,4.19896554558606,4.05475298860427
Rpl5-ps1,0.573595567622874,0.838551668576393,0.866183976925524,0.958948809160856,0.584925951983834,1.54917134889702
Rdh10,2.55934986167148,2.13030161217512,1.79136400511346,2.03392334272496,1.97736419274907,1.95562526672591
Stau2,2.56244270829624,2.2229065474497,1.26702634539381,1.16121050457171,1.25972443557391,1.33971320753627
Gm5251,2.37785116167554,2.96895518819113,2.80035118329911,6.95261313134312,0.0703909766847883,0.119679012413911
Gm28785,0,7.24177346118877,7.18710459141914,2.72419185404009,2.42524712812832,2.9186858106441
Crispld1,1.87701388475907,1.30601719994743,1.6049395268263,0.265460900758559,1.95868680009172,0
Gm4849,3.81581107713004,3.94620682903753,4.10133071169729,4.00873785792166,3.79970902340355,3.68366277231705
Efhc1,0.589860302473351,1.70352157195803,1.46383690971811,0.531498742956653,0.491325678867941,0.460693293798892
Gm7094,1.84940284893423,1.90809810678193,0,0.474553375081658,1.71457523885163,1.8128308796434
Tmem14a,1.03321506225985,1.4533595391539,2.38825843212235,1.33833312916439,1.79746543568303,1.66190462192215
Gm21909,0,2.40125090376972,2.26055866191994,1.75252168087166,1.78346084518942,1.66514714631218
Gm36949,0.369339169094982,1.31303102808193,1.20174676332022,4.23807603493212,7.62972817549794,4.13366215694388
Fam135a,2.36883538466935,7.77269726215449,0,0.521407596412854,1.65574107475941,2.84303513098409
Tubb4b-ps2,3.33364412863226,3.22360789499323,2.98551682447356,3.16137499126436,2.8995333590248,0.516193707297355
B3gat2,0.854073865865923,0.242302503916019,0.762033238104299,0.496301785537656,0.316159647720712,5.69279262413388
Smap1,6.26944090459239,5.96277341441803,5.77492407618519,5.63032683407171,5.46036251231667,7.85080567265728
Rab23,3.16587014437926,2.80258408780505,0.703339061340787,1.12248056753853,0.810295844776191,0.695586773204543
Prim2,4.74751630186485,4.98432958718872,3.18076848125298,2.8419590339696,2.43920289973802,2.71761391634998
Gm37958,0,2.78016729246654,4.54862773830319,3.90244023780798,3.57670352153546,3.64896006227015
Gm37233,0.777956187843188,0.223569592299814,0.356094216730852,0.514189942131608,0.694710847226427,0.571377805011504
Mir5103,0,0.720147106138811,1.15153414134792,0.991124707324222,1.03219960619509,1.01677442016221
Ccdc115,4.50538920117513,6.23245162759177,0.402020301972412,3.65151098364678,6.99614014035704,6.59646559394119
Gm37670,6.74144001988668,6.11729192927437,6.58962118757861,6.22884562055196,0,0.677943860245684
Hs6st1,4.07636241277125,4.5229220102578,3.76944381674755,1.18165598138605,0.909609531838519,0.882505326543131
Gm37335,3.57904736385862,0.785245869245246,3.69085285548369,4.38496156721445,4.0954096825838,2.16442266287852
Gm37127,0,4.21310616430114,2.05204369481918,3.79138692853704,3.98356825729526,0.879625788579532
Gm38336,0.944532397360269,1.76378123099191,1.19657557134662,0,4.60744868387118,5.71041247940845
Fam168b,5.81978567866205,0.594375606865568,0.823703714997332,2.32003114703578,0.493519248118963,0
Gm29216,0,3.04756281735501,4.49714608072106,2.20327634367544,3.4573605211269,5.26910797309569
Uggt1,5.05290273896431,0.0969924625708561,5.2553345492795,4.55550329185847,0.233615688972549,5.02628218935295
Kansl3,4.57981372292238,4.21762623967066,0,4.31545754590374,5.14754685657644,4.54055429247515
Ankrd23,2.61659059862867,4.95771034163312,2.58123312694992,3.45597682113495,4.34990307384676,3.44449215199069
Ankrd39,2.08333933258221,1.33137273356386,5.45613917565048,3.53891058415613,0.729669355949248,3.43553258896968
Dst,3.26658867180655,4.05136340027717,0,0.958714265031165,4.02541865938807,1.3345511142432
Gm26788,0.451773966358597,4.94594942263139,1.48731654999728,1.13168166636969,4.76623470794999,1.07925862832088
Gm23792,0,2.99020882142086,2.9399430449184,0.113478744428426,3.63595168925604,0.411303665677223
Mir6896,0,3.07814354753042,2.71641809111757,7.14626826861337,3.73246458514708,7.04320231085873
Sema4c,1.535923549369,1.24786676711035,0,5.70326407911086,0.151028801113553,5.80845713211936
Actr1b,5.23341643895746,6.04792876049114,6.9582162890225,0.0544182779354046,6.95399850799128,0.478155901758746
Rpl12-ps1,0.438774024582415,0.107973836015533,0,0.278227456605074,0.40341171193646,5.06555077095502
Coa5,5.11954708492545,2.03802522897437,5.11628989165336,5.101263468078,2.09069763806808,5.10868335356823
Unc50,5.01943950153001,5.60878559174329,4.65211358319725,5.009181428398,4.68516646816488,1.1509517620364e-07
Gm43213,1.92629172451609,1.40702637415934,1.20480756220565e-07,1.2266934788559,1.52314037661133,5.25382290815493
Mrpl30,7.00835018214958,7.03622857131774,6.57869874699576,7.1266012351573,6.86429759318523,1.08345166987148
Txndc9,6.09451056123034,5.38403944256942,5.31711590364854,5.31136505887411,4.93056704219617,0
Chst10,0.930636676508735,0.496227122283821,0.147095652557463,1.36514939492738,1.48148495040639,0.0236316461057287
Pdcl3,5.60140533365055,4.73589038579588,5.48418970114827,5.67198963885949,5.36326220658084,0.0434587399616979
Aff3,4.54902837820757,0,5.28196525377777,4.26237301902733,4.52030909153663,4.02708326002007
Eif5b,5.61397653315576,5.62634275911311,5.19989609243008,5.49296514580388,5.39827169315814,5.5274957727031
Rev1,3.48333856121513,4.05460540320336,4.40666591378298,3.86251090312834,4.21434243689584,4.07215726311929
Cnot11,4.72914486459171,4.39450042284317,4.15246738619323,4.33035761338953,4.38311672815475,4.15926588316068
Gm15832,0.0304564333187524,1.37233366750689,1.10179124624167,1.23708641200231,1.50613982395274,1.52875633202099
Rnf149,3.56060491421553,4.1495113923254,4.38638331573731,4.84690946618698,4.58657261137225,4.65854854835324
Il1r2,0.572630687478795,0.995554707223518,0,1.61041187226057,1.08980319977463,0.958485622026773
Il1r1,2.45827437551138,0.235962282655106,2.01150995121764,1.5197632987579,1.53857789306667,1.46201042504724
Il1rl2,2.27845763579238,1.87772069555197,1.76016557998558,2.69687741581669,3.04866341963669,2.86436049588834
Il18r1,1.92759309567884,1.1894071050747,3.4662355621504,1.04901034516701,1.74167407243335,1.45246892319705
Gm37915,1.09697020569556,4.54201035553661,0,1.03877328619247,1.16088147491462,1.01012815189118
Gpr45,0.680469294275726,0.742835791518027,2.15133605348091,5.78473167626077,5.82542439977783,0.820952550205708
AI597479,3.00261251788184,6.10793471306649,6.05014032543116,0.331048202190338,1.54122736213505,5.40592770915706
Map4k4,7.16772923261153,3.08037114226315,3.15918998171882,3.11828662578031,3.31601682101251,3.02433563812308
Mrps9,5.60625566067558,5.68418475480723,5.61583706119011,5.5979363352649,5.49366974783094,5.45737431202469
Tgfbrap1,3.21657902935861,3.9544382905508,3.58497452312974,3.60481857902301,3.31228179785527,3.40601821907217
Gm19587,5.2366112436004,1.27021794454295,5.22897641653149,5.16088389452421,0.962176594815162,5.5374638125757
Uxs1,3.61953039353937,3.60661988899519,4.02059109477325,3.97200330380836,3.67110084930906,3.82212847474307
Ercc5,3.31448771850014,3.3074226961096,7.91662592221124,8.18230992471831,4.90801065385727,4.82383086620027
Txn-ps1,8.09466889789132,7.99318749455825,0,5.03113048968339,8.2673672490831,8.31856540459299
Tex30,5.86112413635477,5.35736549783832,5.16120244101634,5.33301935032155,0,5.20439507580592
Kdelc1,4.66521651679274,4.45820480638344,4.61836788144821,4.88923015239289,0,4.99945437777446
Gm37196,0,3.62546922621805,4.32792444099223,3.63647381840686,4.11728777287953,0.743875112150475
Rps27a-ps1,2.84097677210785,1.47128632518977,1.3305928177922,4.85330206896674,0.992167303445569,4.76195539637294
Nab1,5.14273608839472,4.86095783331055,4.52435208562889,7.11097913063484,5.08401322514599,0.0939845392109038
Gls,6.53792345950303,6.9731175891603,6.70530061574567,1.86567735567102,0,6.94979170054566
Nemp2,3.15445845350403,2.85277392758582,3.65344988200111,3.79229315385922,3.16366456827487,3.20839864304807
Inpp1,4.0502665982311,2.59964153051717,3.7373406461222,0,3.97056839944339,2.33780812473334
Stat4,4.55809004181751,1.05091259370043,4.31966850856052,0.209123925647521,4.60791615092733,4.8083644552908
Stat1,5.64628652541594,5.27219866148187,5.32600875208435,0,2.88634723882435,2.88611502966082
Ormdl1,3.29669526724962,3.42902001812255,2.75386335959198,0.145764829334153,2.79840725505311,3.55531308694793
Osgepl1,3.46601363216354,2.69954052799266,2.50960210804294,5.430977680712,2.3739404788422,5.72603282839635
Asnsd1,5.22534820432871,5.30037635716356,5.4015997502865,0.206518201665115,5.45561983987723,0.0935830265401316
Ankrd44,4.12958801165531,4.14509047680242,4.45198254129602,0,3.96351111568117,3.96434317841326
Coq10b,1.72940920074334,2.36240536229809,2.07300784611446,3.56905355070524,1.31398297640231,1.68740116003459
Gm17971,0,0.421268010294596,0.482798729901206,1.32735970299665,0.83359124661182,0.580488988298493
Gm5147,0.121589313592564,6.61018771759049,0,6.44498338359621,0.564505968855553,0.627033381289508
Gm16581,3.9021411286677,0.157496502997335,3.99537597347455,0.411939233275318,3.69885188012501,3.6731380269899
